        [ 8.6572e-01, -8.6990e-01,  1.7281e-01,  1.8214e+00,  6.4261e-01,
         -6.0006e-01,  6.6700e-01, -1.8951e+00,  4.3040e-01,  1.8356e-01],
        [ 4.8524e-01, -9.5350e-01, -9.4013e-01,  5.2425e-01, -1.3952e+00,
          5.1174e-01,  1.3190e+00,  7.6136e-01, -2.9776e-01,  1.6047e+00],
        [-2.6248e-01,  3.5247e-01, -3.7975e-01,  1.1573e+00,  2.2522e-01,
         -1.8101e-01,  6.7619e-01,  4.4083e-02, -8.1816e-01, -1.4461e+00],
        [-1.3163e-01,  1.5870e+00, -3.9017e-01, -1.0484e+00,  4.5572e-01,
          4.7370e-01,  1.7258e+00,  1.2221e+00,  1.8459e+00,  2.9330e-01],
        [ 9.3655e-02,  1.8679e-01, -4.6571e-01,  6.7354e-01,  1.0661e+00,
          8.7852e-02,  7.2079e-01,  6.6814e-01, -9.4719e-02,  7.6703e-01],
        [-6.2188e-01, -1.2684e+00, -3.1701e-01, -5.6809e-01, -7.7007e-01,
          1.6796e+00,  1.2903e+00,  6.3361e-01, -7.9516e-01,  2.1280e-01],
        [ 3.9902e-01, -6.6613e-01, -9.3155e-01,  8.0613e-01, -2.6887e-01,
         -1.5952e-01,  4.8578e-01, -4.7683e-01,  2.4365e-01,  3.6567e-01],
        [ 6.9068e-01, -1.2856e+00, -1.2986e-02,  1.7232e+00,  3.7295e-01,
         -6.1569e-01,  6.0027e-02, -1.9770e+00,  9.9561e-01, -1.5859e+00],
        [ 1.6438e-01,  1.3304e+00, -2.8618e-01, -8.6115e-01,  2.4392e-01,
         -1.0308e+00,  4.4150e-01, -1.2510e-01,  8.8256e-01,  1.2845e+00],
        [ 8.5971e-01,  2.9016e-02, -8.1250e-01,  8.9451e-04,  1.2614e+00,
          4.9677e-01,  9.7888e-01, -1.2347e+00,  1.1644e+00, -3.4650e-01],
        [ 1.6198e+00,  7.2313e-01, -2.0954e+00, -7.3019e-01, -1.4982e+00,
         -8.3554e-01,  6.8175e-01,  1.5816e+00, -7.9662e-01,  7.2343e-01],
        [-6.4173e-02, -7.9121e-02, -4.0516e-01, -4.8852e-01,  2.8192e-01,
         -1.3806e+00,  7.0813e-01,  1.7650e-01,  1.7742e+00,  1.5212e+00],
        [ 6.1297e-01, -1.7071e+00,  5.4066e-01,  1.3853e+00, -1.4977e+00,
          1.2534e+00, -6.9497e-01,  7.0590e-01, -1.3018e+00, -9.2962e-01],
        [-2.3372e-01,  1.9994e-02,  3.9073e-01, -8.1449e-01,  1.6192e-01,
          8.8908e-01,  2.3578e-01, -1.0064e+00, -4.9078e-01, -1.0485e+00],
        [ 2.8435e-01,  1.5989e+00, -1.7343e+00, -5.4095e-01,  5.5997e-01,
         -2.0339e+00, -5.3303e-02, -4.6913e-01,  1.8472e-01, -1.4981e+00],
        [ 5.1551e-01,  1.4683e+00,  1.2262e+00,  2.3358e+00,  5.9708e-01,
          2.7612e-02, -1.7359e+00,  6.8671e-01, -1.3788e-01, -2.4263e-01],
        [ 9.8184e-01,  6.5152e-01,  6.0735e-01, -4.4678e-01, -1.0186e+00,
          1.5801e-02, -4.4022e-01,  6.5437e-01,  1.7381e+00, -9.6997e-01],
        [ 1.7146e+00, -2.2169e+00, -7.1159e-01, -6.0968e-01, -1.2344e+00,
         -6.9451e-01,  7.0058e-01,  7.2241e-01, -3.2526e-01, -9.8459e-01],
        [-1.6997e+00, -6.7144e-01,  9.3364e-01,  6.1960e-01,  1.5239e+00,
         -1.7737e-01, -5.5023e-01, -4.3793e-01, -3.0423e-01,  1.4422e+00],
        [-7.8337e-01,  5.6336e-01,  7.4241e-01,  2.2627e+00,  1.0657e-01,
         -6.8452e-01,  8.1436e-01, -3.7133e-01, -6.1505e-01,  8.1842e-01]])
